title,studio,domestic_gross,foreign_gross,year
the hedgehog (2011),neoc,708000.0,12000000.0,2011
gainsbourg: a heroic life (2011),mbox,233000.0,12000000.0,2011
the warring states (2011),cl,69000.0,11800000.0,2011
what women want (wo zhi nu run xin) (2011),cl,124000.0,11700000.0,2011
snow flower and the secret fan (2011),foxs,1300000.0,10000000.0,2011
win win (2011),foxs,10200000.0,652000.0,2011
flying monsters (2011),nge,5700000.0,5100000.0,2011
city of life and death (2011),kino,123000.0,10600000.0,2011
le havre (2011),jan.,612000.0,9900000.0,2011
straw dogs (2011) (2011),sgem,10300000.0,19400000.0,2011
prom (2011),bv,10100000.0,19400000.0,2011
in a better world (2011),spc,1000000.0,8600000.0,2011
trespass (2011) (2011),mne,24100.0,9600000.0,2011
saving private perez (2011),lgf,1400000.0,7900000.0,2011
point blank (2011),magn.,708000.0,8500000.0,2011
winter in wartime (2011),spc,543000.0,8700000.0,2011
barney's version (u.s. only) (2011),spc,4400000.0,4000000.0,2011
outrage (2011) (2011),magn.,44700.0,8400000.0,2011
senna (2011),pda,1600000.0,6600000.0,2011
last night (2011),trib.,99000.0,7600000.0,2011
the big year (2011),fox,7200000.0,244000.0,2011
the beaver (2011),sum.,971000.0,6300000.0,2011
take me home tonight (2011),rela.,6900000.0,19400000.0,2011
cedar rapids (2011),foxs,6900000.0,19400000.0,2011
the princess of montpensier (2011),ifc,352000.0,6400000.0,2011
cave of forgotten dreams (2011),ifc,5300000.0,1200000.0,2011
sex and zen 3d: extreme ecstasy (2011),cl,153000.0,6200000.0,2011
we need to talk about kevin (2011),osci.,1700000.0,4300000.0,2011
attack the block (2011),sgem,1000000.0,4800000.0,2011
even the rain (2011),vita.,518000.0,5300000.0,2011
young goethe in love (2011),mbox,162000.0,5600000.0,2011
11-11-11 (2011),rocket,32800.0,5700000.0,2011
certified copy (2011),ifc,1400000.0,4099999.0,2011
thank you (2011) (2011),utv,464000.0,5000000.0,2011
the company men (2011),wein.,4400000.0,441000.0,2011
tucker & dale vs. evil (2011),magn.,224000.0,4500000.0,2011
london boulevard (2011),ifc,16100.0,4600000.0,2011
dylan dog: dead of night (2011),omni/fsr,1200000.0,3400000.0,2011
the names of love (2011),mbox,514000.0,4099999.0,2011
the way (2011),pda,4400000.0,19400000.0,2011
burke and hare (2011),ifc,4800.0,4300000.0,2011
king of devil's island (2011),fm,7600.0,4200000.0,2011
bride flight (2011),mbox,501000.0,3700000.0,2011
trollhunter (2011),magn.,253000.0,3900000.0,2011
buck (2011),ifc,4000000.0,19400000.0,2011
carancho (2011),strand,85500.0,3900000.0,2011
like crazy (2011),parv,3400000.0,336000.0,2011
the double (2011),imag.,138000.0,3600000.0,2011
don 2 (2011),relbig.,3700000.0,19400000.0,2011
love crime (2011),ifc,540000.0,3100000.0,2011
incendies (u.s. only) (2011),spc,2100000.0,1500000.0,2011
martha marcy may marlene (2011),foxs,3000000.0,548000.0,2011
the king's speech (pg-13) (2011),wein.,3300000.0,19400000.0,2011
machine gun preacher (2011),rela.,539000.0,2800000.0,2011
the last circus (2011),magn.,40500.0,3200000.0,2011
from prada to nada (2011),lgf,3000000.0,123000.0,2011
flypaper (2011),ifc,5000.0,3100000.0,2011
zindagi na milegi dobara (2011),eros,3100000.0,19400000.0,2011
take shelter (2011),spc,1700000.0,1400000.0,2011
the greatest miracle (2011),kkm,555000.0,2500000.0,2011
rapt (2011),lorb.,45800.0,2900000.0,2011
pastorela (2011),lgf,161000.0,2700000.0,2011
the double hour (2011),gold.,1500000.0,1200000.0,2011
everything must go (2011),ratt.,2700000.0,19400000.0,2011
3 (2011) (2011),strand,60000.0,2600000.0,2011
oranges and sunshine (2011),cohen,143000.0,2400000.0,2011
ong bak 3 (2011),magn.,14900.0,2300000.0,2011
poetry (2011),kino,356000.0,1900000.0,2011
the tree (2011),zeit.,71200.0,2100000.0,2011
"the butcher, the chef and the swordsman (2011)",cl,47900.0,2000000.0,2011
the trip (2011) (2011),ifc,2000000.0,19400000.0,2011
armadillo (2011),lorb.,14600.0,2000000.0,2011
bodyguard (2011),relbig.,1800000.0,19400000.0,2011
brighton rock (2011),ifc,230000.0,1600000.0,2011
a somewhat gentle man (2011),strand,37700.0,1800000.0,2011
the topp twins: untouchable girls (2011),argo.,29300.0,1800000.0,2011
another earth (2011),foxs,1300000.0,456000.0,2011
a better life (2011),sum.,1800000.0,19400000.0,2011
chalet girl (2011),ifc,1700.0,1700000.0,2011
yamla pagla deewana (2011),eros,993000.0,600000.0,2011
bill cunningham new york (2011),zeit.,1500000.0,19400000.0,2011
the art of getting by (2011),foxs,1400000.0,19400000.0,2011
the devil's double (2011),lgf,1400000.0,19400000.0,2011
uncle boonmee who can recall his past lives (2011),strand,184000.0,946000.0,2011
the whistleblower (2011),gold.,1100000.0,19400000.0,2011
red state (2011),smod,1100000.0,19400000.0,2011
london river (2011),libre,7200.0,1100000.0,2011
desi boyz (2011),eros,1100000.0,19400000.0,2011
when we leave (die fremde) (2011),olive,19600.0,1100000.0,2011
there be dragons (2011),gold.,1100000.0,19400000.0,2011
vanishing on 7th street (2011),magn.,22700.0,1000000.0,2011
page one: a year inside the new york times (2011),magn.,1100000.0,19400000.0,2011
the time that remains (2011),ifc,32900.0,1000000.0,2011
rockstar (2011) (2011),eros,987000.0,19400000.0,2011
meek's cutoff (2011),osci.,978000.0,19400000.0,2011
texas killing fields (2011),anch.,45500.0,912000.0,2011
ready (2011),eros,955000.0,19400000.0,2011
miral (2011),wein.,373000.0,527000.0,2011
submarine (2011),wein.,468000.0,397000.0,2011
higher ground (2011),spc,842000.0,19400000.0,2011
mozart's sister (2011),mbox,708000.0,132000.0,2011
plastic planet (2011),frun,3200.0,836000.0,2011
chillar party (2011),utv,6300.0,826000.0,2011
mausam (2011),eros,728000.0,19400000.0,2011
the first grader (2011),nge,332000.0,382000.0,2011
hobo with a shotgun (2011),magn.,703000.0,19400000.0,2011
tabloid (2011),ifc,697000.0,19400000.0,2011
dhobi ghat (mumbai diaries) (2011),utv,577000.0,102000.0,2011
aarakshan (reservation) (2011),relbig.,651000.0,19400000.0,2011
pom wonderful presents: the greatest movie ever sold (2011),spc,638000.0,19400000.0,2011
no one killed jessica (2011),utv,441000.0,193000.0,2011
korkoro (2011),lorb.,8200.0,619000.0,2011
blackthorn (2011),magn.,201000.0,423000.0,2011
how i ended this summer (2011),fm,8700.0,614000.0,2011
the ledge (2011),ifc,9200.0,602000.0,2011
heartbeats (2011),ifc,68700.0,520000.0,2011
the future (2011),ratt.,569000.0,19400000.0,2011
dum maaro dum (2011),foxs,564000.0,19400000.0,2011
double dhamaal (2011),relbig.,544000.0,19400000.0,2011
kaboom (2011),ifc,119000.0,421000.0,2011
mere brother ki dulhan (2011),yash,496000.0,19400000.0,2011
weekend (2011) (2011),ifc,485000.0,19400000.0,2011
protektor (2011),fm,3000.0,469000.0,2011
circumstance (2011),ratt.,454000.0,19400000.0,2011
the other woman (2011),ifc,25400.0,427000.0,2011
project nim (2011),ratt.,411000.0,19400000.0,2011
rage (rabia) (2011),strand,5600.0,403000.0,2011
the human resources manager (2011),fm,64000.0,329000.0,2011
hesher (2011),whe,383000.0,19400000.0,2011
7 khoon maaf (2011),utv,270000.0,94700.0,2011
another happy day (2011),p4,8500.0,347000.0,2011
singham (2011),relbig.,351000.0,19400000.0,2011
the mill and the cross (2011),kc,312000.0,30300.0,2011
super (2011),ifc,328000.0,19400000.0,2011
l'amour fou (2011),ifc,312000.0,19400000.0,2011
being elmo: a puppeteer's journey (2011),sd,304000.0,19400000.0,2011
in the land of blood and honey (2011),fd,304000.0,19400000.0,2011
special treatment (2011),frun,8900.0,286000.0,2011
illegal (2011) (2011),fm,700.0,289000.0,2011
the interrupters (2011),cgld,282000.0,19400000.0,2011
rascals (2011),eros,274000.0,19400000.0,2011
the black power mix tape: 1967-1975 (2011),ifc,274000.0,19400000.0,2011
black death (2011),magn.,22600.0,243000.0,2011
le quattro volte (2011),lorb.,153000.0,103000.0,2011
life in a day (2011),nge,253000.0,19400000.0,2011
caterpillar (2011),lorb.,4200.0,248000.0,2011
little girl (la pivellina) (2011),frun,1400.0,236000.0,2011
el bulli: cooking in progress (2011),am,237000.0,19400000.0,2011
"if i want to whistle, i whistle (2011)",fm,12100.0,220000.0,2011
into the abyss (2011),ifc,224000.0,19400000.0,2011
happythankyoumoreplease (2011),anch.,216000.0,19400000.0,2011
the robber (2011),kino,83500.0,125000.0,2011
henry's crime (2011),mpft,103000.0,102000.0,2011
a good old fashioned orgy (2011),gold.,200000.0,19400000.0,2011
film socialisme (2011),lorb.,33000.0,159000.0,2011
bol (2011),eros,189000.0,19400000.0,2011
leap year (2011) (2011),strand,13000.0,175000.0,2011
a screaming man (2011),fm,9900.0,175000.0,2011
jig (2011),scre.,184000.0,19400000.0,2011
nostalgia for the light (2011),icar.,164000.0,13700.0,2011
anchor baby (2011),agf,15800.0,161000.0,2011
bellflower (2011),osci.,168000.0,19400000.0,2011
restless (2011) (2011),spc,163000.0,19400000.0,2011
road to nowhere (2011),mont.,40300.0,121000.0,2011
magic trip (2011),magn.,155000.0,19400000.0,2011
eames: the architect and the painter (2011),frun,153000.0,19400000.0,2011
revenge of the electric car (2011),a23,151000.0,19400000.0,2011
the human centipede 2: full sequence (2011),ifc,142000.0,19400000.0,2011
cold weather (2011),ifc,141000.0,19400000.0,2011
game (2011) (2011),eros,140000.0,19400000.0,2011
1911 (2011),vari.,136000.0,19400000.0,2011
"life, above all (2011)",spc,134000.0,19400000.0,2011
tomboy (2011) (2011),da.,130000.0,19400000.0,2011
octubre (2011),nyer,32100.0,96700.0,2011
the arbor (2011),strand,21600.0,105000.0,2011
mysteries of lisbon (2011),mbox,111000.0,14900.0,2011
vidal sassoon: the movie (2011),p4,86000.0,38600.0,2011
trust (2011) (2011),mne,120000.0,19400000.0,2011
steve jobs: the lost interview (2011),magn.,106000.0,19400000.0,2011
rubber (2011),magn.,100000.0,19400000.0,2011
the man who fell to earth (35th anniversary re-issue) (2011),rialto,100000.0,19400000.0,2011
chalo dilli (2011),eros,94300.0,19400000.0,2011
the whale (2011),pala.,81900.0,19400000.0,2011
beautiful boy (2011),anch.,77200.0,19400000.0,2011
puncture (2011),mne,68900.0,19400000.0,2011
a beautiful life (2011),cl,66200.0,19400000.0,2011
"tuesday, after christmas (2011)",lorb.,27800.0,36200.0,2011
viva riva! (2011),mbox,61800.0,19400000.0,2011
murder 2 (2011),eros,59500.0,19400000.0,2011
dirty girl (2011),wein.,55100.0,19400000.0,2011
battleship potemkin (2011 re-issue) (2011),kino,51200.0,19400000.0,2011
love u mr. kalakaar (2011),eros,48600.0,19400000.0,2011
margaret (2011),foxs,46500.0,19400000.0,2011
"happy, happy (2011)",magn.,45200.0,19400000.0,2011
the myth of the american sleepover (2011),ifc,41000.0,19400000.0,2011
hell and back again (2011),df,40600.0,19400000.0,2011
khodorkovsky (2011),kl,39500.0,19400000.0,2011
sleeping beauty (2011) (ii) (2011),ifc,36600.0,19400000.0,2011
my kingdom (2011) (2011),cl,36500.0,19400000.0,2011
love in space (2011),cl,34800.0,19400000.0,2011
stake land (2011),ifc,33200.0,19400000.0,2011
brotherhood (2011) (2011),p4,19700.0,12700.0,2011
the son of no one (2011),anch.,30700.0,19400000.0,2011
muran (2011),utv,30100.0,19400000.0,2011
the sleeping beauty (2011),strand,29100.0,19400000.0,2011
tyrannosaur (2011),strand,22300.0,19400000.0,2011
ceremony (2011),magn.,22300.0,19400000.0,2011
i'm glad my mother is alive (2011),strand,8700.0,13200.0,2011
always kabhi kabhi (2011),eros,21400.0,19400000.0,2011
5 days of war (2011),anch.,17500.0,19400000.0,2011
aurora (2011),cgld,5700.0,5100.0,2011
magic to win (2011),cl,10700.0,19400000.0,2011
wrecked (2011),ifc,8000.0,19400000.0,2011
my piece of the pie (2011),ifc,6900.0,19400000.0,2011
i melt with you (2011),magn.,6400.0,19400000.0,2011
my joy (2011),kl,6300.0,19400000.0,2011
to die like a man (2011),strand,4000.0,900.0,2011
blood ties (2011),alp,2800.0,19400000.0,2011
knuckle (2011),vita.,2600.0,19400000.0,2011
main street (2011),magn.,2600.0,19400000.0,2011
"love, wedding, marriage (2011)",ifc,1900.0,19400000.0,2011
an invisible sign (2011),ifc,1300.0,19400000.0,2011
marvel's the avengers (2012),bv,623400000.0,895500000.0,2012
skyfall (2012),sony,304400000.0,804200000.0,2012
the dark knight rises (2012),wb,448100000.0,636800000.0,2012
the hobbit: an unexpected journey (2012),wb (nl),303000000.0,718100000.0,2012
ice age: continental drift (2012),fox,161300000.0,715900000.0,2012
the twilight saga: breaking dawn part 2 (2012),lg/s,292300000.0,537400000.0,2012
the amazing spider-man (2012),sony,262000000.0,495900000.0,2012
madagascar 3: europe's most wanted (2012),p/dw,216400000.0,530500000.0,2012
the hunger games (2012),lgf,408000000.0,286400000.0,2012
mib 3 (2012),sony,179000000.0,445000000.0,2012
life of pi (2012),fox,125000000.0,484000000.0,2012
ted (2012),uni.,218800000.0,330600000.0,2012
brave (2012),bv,237300000.0,303200000.0,2012
wreck-it ralph (2012),bv,189400000.0,281800000.0,2012
les miserables (2012) (2012),uni.,148800000.0,293000000.0,2012
the intouchables (u.s.-only) (2012),wein.,10200000.0,416400000.0,2012
django unchained (2012),wein.,162800000.0,262600000.0,2012
prometheus (2012),fox,126500000.0,276900000.0,2012
snow white and the huntsman (2012),uni.,155300000.0,241300000.0,2012
taken 2 (2012),fox,139900000.0,236300000.0,2012
hotel transylvania (2012),sony,148300000.0,210100000.0,2012
dr. seuss' the lorax (2012),uni.,214000000.0,134800000.0,2012
titanic 3d (2012),par.,57900000.0,285700000.0,2012
journey 2: the mysterious island (2012),wb (nl),103900000.0,231400000.0,2012
the expendables 2 (2012),lgf,85000000.0,229900000.0,2012
rise of the guardians (2012),p/dw,103400000.0,203500000.0,2012
wrath of the titans (2012),wb,83700000.0,221600000.0,2012
battleship (2012),uni.,65400000.0,237600000.0,2012
john carter (2012),bv,73100000.0,211100000.0,2012
the bourne legacy (2012),uni.,113200000.0,162900000.0,2012
lincoln (2012),bv,182200000.0,93100000.0,2012
dark shadows (2012),wb,79700000.0,165800000.0,2012
resident evil: retribution (2012),sgem,42300000.0,197700000.0,2012
silver linings playbook (2012),wein.,132100000.0,104300000.0,2012
american reunion (2012),uni.,57000000.0,178000000.0,2012
argo (2012),wb,136000000.0,96300000.0,2012
jack reacher (2012),par.,80100000.0,138300000.0,2012
safe house (2012),uni.,126400000.0,81700000.0,2012
21 jump street (2012),sony,138400000.0,63100000.0,2012
total recall (2012) (2012),sony,58900000.0,139600000.0,2012
the vow (2012),sgem,125000000.0,71100000.0,2012
mirror mirror (2012),rela.,64900000.0,118100000.0,2012
the impossible (2012),lg/s,19000000.0,161300000.0,2012
the dictator (2012),par.,59700000.0,119700000.0,2012
looper (2012),tris,66500000.0,110000000.0,2012
magic mike (2012),wb,113700000.0,53500000.0,2012
flight (2012),par.,93800000.0,68000000.0,2012
underworld awakening (2012),sgem,62300000.0,97800000.0,2012
this means war (2012),fox,54800000.0,101700000.0,2012
the secret world of arrietty (2012),bv,19200000.0,126400000.0,2012
paranormal activity 4 (2012),par.,53900000.0,88900000.0,2012
step up revolution (2012),lg/s,35100000.0,105400000.0,2012
the best exotic marigold hotel (2012),foxs,46400000.0,90400000.0,2012
zero dark thirty (2012),sony,95700000.0,37100000.0,2012
ghost rider: spirit of vengeance (2012),sony,51800000.0,80800000.0,2012
cloud atlas (2012),wb,27100000.0,103400000.0,2012
the woman in black (2012),cbs,54300000.0,73400000.0,2012
chronicle (2012) (2012),fox,64599999.0,62100000.0,2012
the pirates! band of misfits (2012),sony,31100000.0,92000000.0,2012
parental guidance (2012),fox,77300000.0,42500000.0,2012
abraham lincoln: vampire hunter (2012),fox,37500000.0,79000000.0,2012
pitch perfect (2012),uni.,65000000.0,50300000.0,2012
hope springs (2012),sony,63500000.0,50700000.0,2012
paranorman (2012),focus,56000000.0,51100000.0,2012
the campaign (2012),wb,86900000.0,18000000.0,2012
let the bullets fly (2012),vari.,63000.0,104300000.0,2012
star wars: episode i - the phantom menace (in 3d) (2012),fox,43500000.0,59300000.0,2012
project x (2012),wb,54700000.0,48000000.0,2012
the devil inside (2012),par.,53300000.0,48500000.0,2012
the lucky one (2012),wb,60500000.0,38900000.0,2012
contraband (2012),uni.,66500000.0,29700000.0,2012
think like a man (2012),sgem,91500000.0,4500000.0,2012
this is 40 (2012),uni.,67500000.0,20500000.0,2012
the inbetweeners movie (2012),whe,36000.0,88000000.0,2012
the possession (2012),lgf,49100000.0,36300000.0,2012
what to expect when you're expecting (2012),lgf,41200000.0,43200000.0,2012
the thieves (2012),wgusa,686000.0,82800000.0,2012
savages (2012) (2012),uni.,47400000.0,35600000.0,2012
frankenweenie (2012),bv,35300000.0,46200000.0,2012
act of valor (2012),rela.,70000000.0,11300000.0,2012
masquerade (2012) (2012),cj,923000.0,79800000.0,2012
sinister (2012),lg/s,48100000.0,29600000.0,2012
the grey (2012),orf,51600000.0,25700000.0,2012
diary of a wimpy kid: dog days (2012),fox,49000000.0,28100000.0,2012
to rome with love (2012),spc,16700000.0,56600000.0,2012
here comes the boom (2012),sony,45300000.0,27800000.0,2012
finding nemo (3d) (2012),bv,41100000.0,28200000.0,2012
anna karenina (2012),focus,12800000.0,56100000.0,2012
the watch (2012),fox,35400000.0,32900000.0,2012
moonrise kingdom (2012),focus,45500000.0,22800000.0,2012
tyler perry's madea's witness protection (2012),lgf,65700000.0,1200000.0,2012
the cabin in the woods (2012),lgf,42100000.0,24400000.0,2012
beauty and the beast (3d) (2012),bv,47600000.0,14400000.0,2012
rock of ages (2012),wb (nl),38500000.0,20900000.0,2012
that's my boy (2012),sony,36900000.0,20800000.0,2012
the odd life of timothy green (2012),bv,51900000.0,4200000.0,2012
the three stooges (2012),fox,44300000.0,10500000.0,2012
the five-year engagement (2012),uni.,28800000.0,25100000.0,2012
lawless (2012),wein.,37400000.0,16300000.0,2012
silent hill: revelation 3d (2012),orf,17500000.0,34800000.0,2012
red tails (2012),fox,49900000.0,489000.0,2012
"monsters, inc. (3d) (2012)",bv,34000000.0,16200000.0,2012
trouble with the curve (2012),wb,35800000.0,13200000.0,2012
little white lies (2012),mpi,206000.0,48300000.0,2012
end of watch (2012),orf,41000000.0,7100000.0,2012
man on a ledge (2012),lg/s,18600000.0,27600000.0,2012
red dawn (2012) (2012),fd,44800000.0,19400000.0,2012
house at the end of the street (2012),rela.,31600000.0,12700000.0,2012
the guilt trip (2012),par.,37100000.0,4700000.0,2012
a werewolf boy (2012),cj,343000.0,41300000.0,2012
